"","country","year","series","value"
"1238","Malta",2017,"Tourism expenditure (millions of US dollars)",1746
"1239","Malta",2018,"Tourism expenditure (millions of US dollars)",1845
"1240","Marshall Islands",1995,"Tourist/visitor arrivals (thousands)",5.5
"1241","Marshall Islands",2005,"Tourist/visitor arrivals (thousands)",9.2
"1242","Marshall Islands",2010,"Tourist/visitor arrivals (thousands)",4.6
"1243","Marshall Islands",2016,"Tourist/visitor arrivals (thousands)",5.4
"1244","Marshall Islands",2017,"Tourist/visitor arrivals (thousands)",6
"1245","Marshall Islands",2018,"Tourist/visitor arrivals (thousands)",6.8
"1246","Marshall Islands",1995,"Tourism expenditure (millions of US dollars)",2.5
"1247","Marshall Islands",2005,"Tourism expenditure (millions of US dollars)",3.69
"1248","Marshall Islands",2010,"Tourism expenditure (millions of US dollars)",3.7
"1249","Marshall Islands",2016,"Tourism expenditure (millions of US dollars)",30.4
"1250","Marshall Islands",2017,"Tourism expenditure (millions of US dollars)",18.1
"1251","Marshall Islands",2018,"Tourism expenditure (millions of US dollars)",20.1
"1252","Martinique",1995,"Tourist/visitor arrivals (thousands)",457
"1253","Martinique",2005,"Tourist/visitor arrivals (thousands)",484
"1254","Martinique",2010,"Tourist/visitor arrivals (thousands)",478
"1255","Martinique",2016,"Tourist/visitor arrivals (thousands)",519
"1256","Martinique",2017,"Tourist/visitor arrivals (thousands)",536
"1257","Martinique",2018,"Tourist/visitor arrivals (thousands)",537
"1258","Martinique",1995,"Tourism expenditure (millions of US dollars)",384
"1259","Martinique",2005,"Tourism expenditure (millions of US dollars)",280
"1260","Martinique",2010,"Tourism expenditure (millions of US dollars)",472
"1261","Martinique",2016,"Tourism expenditure (millions of US dollars)",348
"1262","Martinique",2017,"Tourism expenditure (millions of US dollars)",510
"1263","Martinique",2018,"Tourism expenditure (millions of US dollars)",530
"1264","Mauritania",2016,"Tourism expenditure (millions of US dollars)",33
"1265","Mauritania",2017,"Tourism expenditure (millions of US dollars)",24
"1266","Mauritania",2018,"Tourism expenditure (millions of US dollars)",6
"1267","Mauritius",1995,"Tourist/visitor arrivals (thousands)",422
"1268","Mauritius",2005,"Tourist/visitor arrivals (thousands)",761
"1269","Mauritius",2010,"Tourist/visitor arrivals (thousands)",935
"1270","Mauritius",2016,"Tourist/visitor arrivals (thousands)",1275
"1271","Mauritius",2017,"Tourist/visitor arrivals (thousands)",1342
"1272","Mauritius",2018,"Tourist/visitor arrivals (thousands)",1399
"1273","Mauritius",1995,"Tourism expenditure (millions of US dollars)",616
"1274","Mauritius",2005,"Tourism expenditure (millions of US dollars)",1189
"1275","Mauritius",2010,"Tourism expenditure (millions of US dollars)",1585
"1276","Mauritius",2016,"Tourism expenditure (millions of US dollars)",1824
"1277","Mauritius",2017,"Tourism expenditure (millions of US dollars)",2005
"1278","Mauritius",2018,"Tourism expenditure (millions of US dollars)",2161
"1279","Mexico",1995,"Tourist/visitor arrivals (thousands)",20241
"1280","Mexico",2005,"Tourist/visitor arrivals (thousands)",21915
"1281","Mexico",2010,"Tourist/visitor arrivals (thousands)",23290
"1282","Mexico",2016,"Tourist/visitor arrivals (thousands)",35079
"1283","Mexico",2017,"Tourist/visitor arrivals (thousands)",39291
"1284","Mexico",2018,"Tourist/visitor arrivals (thousands)",41313
"1285","Mexico",1995,"Tourism expenditure (millions of US dollars)",6847
"1286","Mexico",2005,"Tourism expenditure (millions of US dollars)",12801
"1287","Mexico",2010,"Tourism expenditure (millions of US dollars)",12628
"1288","Mexico",2016,"Tourism expenditure (millions of US dollars)",20619
"1289","Mexico",2017,"Tourism expenditure (millions of US dollars)",22467
"1290","Mexico",2018,"Tourism expenditure (millions of US dollars)",23802
"1291","Micronesia (Fed. States of)",2005,"Tourist/visitor arrivals (thousands)",19
"1292","Micronesia (Fed. States of)",2010,"Tourist/visitor arrivals (thousands)",44.7
"1293","Micronesia (Fed. States of)",2016,"Tourist/visitor arrivals (thousands)",29.6
"1294","Micronesia (Fed. States of)",2018,"Tourist/visitor arrivals (thousands)",19.2
"1295","Micronesia (Fed. States of)",2010,"Tourism expenditure (millions of US dollars)",24
"1296","Monaco",1995,"Tourist/visitor arrivals (thousands)",233
"1297","Monaco",2005,"Tourist/visitor arrivals (thousands)",286
"1298","Monaco",2010,"Tourist/visitor arrivals (thousands)",279
"1299","Monaco",2016,"Tourist/visitor arrivals (thousands)",336
"1300","Monaco",2017,"Tourist/visitor arrivals (thousands)",355
"1301","Monaco",2018,"Tourist/visitor arrivals (thousands)",347
"1302","Mongolia",2005,"Tourist/visitor arrivals (thousands)",339
"1303","Mongolia",2010,"Tourist/visitor arrivals (thousands)",456
"1304","Mongolia",2016,"Tourist/visitor arrivals (thousands)",404
"1305","Mongolia",2017,"Tourist/visitor arrivals (thousands)",469
"1306","Mongolia",2018,"Tourist/visitor arrivals (thousands)",529
"1307","Mongolia",1995,"Tourism expenditure (millions of US dollars)",33
"1308","Mongolia",2005,"Tourism expenditure (millions of US dollars)",203
"1309","Mongolia",2010,"Tourism expenditure (millions of US dollars)",288
"1310","Mongolia",2016,"Tourism expenditure (millions of US dollars)",379
"1311","Mongolia",2017,"Tourism expenditure (millions of US dollars)",462
"1312","Mongolia",2018,"Tourism expenditure (millions of US dollars)",526
"1313","Montenegro",2005,"Tourist/visitor arrivals (thousands)",272
"1314","Montenegro",2010,"Tourist/visitor arrivals (thousands)",1088
"1315","Montenegro",2016,"Tourist/visitor arrivals (thousands)",1662
"1316","Montenegro",2017,"Tourist/visitor arrivals (thousands)",1877
"1317","Montenegro",2018,"Tourist/visitor arrivals (thousands)",2077
"1318","Montenegro",2010,"Tourism expenditure (millions of US dollars)",765
"1319","Montenegro",2016,"Tourism expenditure (millions of US dollars)",978
"1320","Montenegro",2017,"Tourism expenditure (millions of US dollars)",1110
"1321","Montenegro",2018,"Tourism expenditure (millions of US dollars)",1224
"1322","Montserrat",1995,"Tourist/visitor arrivals (thousands)",17.7
"1323","Montserrat",2005,"Tourist/visitor arrivals (thousands)",9.7
"1324","Montserrat",2010,"Tourist/visitor arrivals (thousands)",6
"1325","Montserrat",2016,"Tourist/visitor arrivals (thousands)",8.8
"1326","Montserrat",2017,"Tourist/visitor arrivals (thousands)",8.8
"1327","Montserrat",2018,"Tourist/visitor arrivals (thousands)",8.8
"1328","Montserrat",1995,"Tourism expenditure (millions of US dollars)",17
"1329","Montserrat",2005,"Tourism expenditure (millions of US dollars)",9
"1330","Montserrat",2010,"Tourism expenditure (millions of US dollars)",5.9
"1331","Montserrat",2016,"Tourism expenditure (millions of US dollars)",8.6
"1332","Montserrat",2017,"Tourism expenditure (millions of US dollars)",8.4
"1333","Montserrat",2018,"Tourism expenditure (millions of US dollars)",11.1
"1334","Morocco",1995,"Tourist/visitor arrivals (thousands)",2602
"1335","Morocco",2005,"Tourist/visitor arrivals (thousands)",5843
"1336","Morocco",2010,"Tourist/visitor arrivals (thousands)",9288
"1337","Morocco",2016,"Tourist/visitor arrivals (thousands)",10332
"1338","Morocco",2017,"Tourist/visitor arrivals (thousands)",11349
"1339","Morocco",2018,"Tourist/visitor arrivals (thousands)",12289
"1340","Morocco",1995,"Tourism expenditure (millions of US dollars)",1469
"1341","Morocco",2005,"Tourism expenditure (millions of US dollars)",5426
"1342","Morocco",2010,"Tourism expenditure (millions of US dollars)",8176
"1343","Morocco",2016,"Tourism expenditure (millions of US dollars)",7922
"1344","Morocco",2017,"Tourism expenditure (millions of US dollars)",9086
"1345","Morocco",2018,"Tourism expenditure (millions of US dollars)",9523
"1346","Mozambique",2005,"Tourist/visitor arrivals (thousands)",578
"1347","Mozambique",2010,"Tourist/visitor arrivals (thousands)",1718
"1348","Mozambique",2016,"Tourist/visitor arrivals (thousands)",1639
"1349","Mozambique",2017,"Tourist/visitor arrivals (thousands)",1447
"1350","Mozambique",2018,"Tourist/visitor arrivals (thousands)",2743
"1351","Mozambique",2005,"Tourism expenditure (millions of US dollars)",138
"1352","Mozambique",2010,"Tourism expenditure (millions of US dollars)",135
"1353","Mozambique",2016,"Tourism expenditure (millions of US dollars)",114
"1354","Mozambique",2017,"Tourism expenditure (millions of US dollars)",164
"1355","Mozambique",2018,"Tourism expenditure (millions of US dollars)",331
"1356","Myanmar",1995,"Tourist/visitor arrivals (thousands)",194
"1357","Myanmar",2005,"Tourist/visitor arrivals (thousands)",660
"1358","Myanmar",2010,"Tourist/visitor arrivals (thousands)",792
"1359","Myanmar",2016,"Tourist/visitor arrivals (thousands)",2907
"1360","Myanmar",2017,"Tourist/visitor arrivals (thousands)",3443
"1361","Myanmar",2018,"Tourist/visitor arrivals (thousands)",3551
"1362","Myanmar",1995,"Tourism expenditure (millions of US dollars)",169
"1363","Myanmar",2005,"Tourism expenditure (millions of US dollars)",83
"1364","Myanmar",2010,"Tourism expenditure (millions of US dollars)",91
"1365","Myanmar",2016,"Tourism expenditure (millions of US dollars)",2289
"1366","Myanmar",2017,"Tourism expenditure (millions of US dollars)",1988
"1367","Myanmar",2018,"Tourism expenditure (millions of US dollars)",1670
"1368","Namibia",1995,"Tourist/visitor arrivals (thousands)",272
"1369","Namibia",2005,"Tourist/visitor arrivals (thousands)",778
"1370","Namibia",2010,"Tourist/visitor arrivals (thousands)",984
"1371","Namibia",2016,"Tourist/visitor arrivals (thousands)",1469
"1372","Namibia",2017,"Tourist/visitor arrivals (thousands)",1499
"1373","Namibia",2005,"Tourism expenditure (millions of US dollars)",363
"1374","Namibia",2010,"Tourism expenditure (millions of US dollars)",473
"1375","Namibia",2016,"Tourism expenditure (millions of US dollars)",349
"1376","Namibia",2017,"Tourism expenditure (millions of US dollars)",449
"1377","Namibia",2018,"Tourism expenditure (millions of US dollars)",488
"1378","Nauru",2010,"Tourism expenditure (millions of US dollars)",0.6
"1379","Nauru",2016,"Tourism expenditure (millions of US dollars)",3.4
"1380","Nauru",2017,"Tourism expenditure (millions of US dollars)",3.9
"1381","Nauru",2018,"Tourism expenditure (millions of US dollars)",1.6
"1382","Nepal",1995,"Tourist/visitor arrivals (thousands)",363
"1383","Nepal",2005,"Tourist/visitor arrivals (thousands)",375
"1384","Nepal",2010,"Tourist/visitor arrivals (thousands)",603
"1385","Nepal",2016,"Tourist/visitor arrivals (thousands)",753
"1386","Nepal",2017,"Tourist/visitor arrivals (thousands)",940
"1387","Nepal",2018,"Tourist/visitor arrivals (thousands)",1173
"1388","Nepal",1995,"Tourism expenditure (millions of US dollars)",232
"1389","Nepal",2005,"Tourism expenditure (millions of US dollars)",160
"1390","Nepal",2010,"Tourism expenditure (millions of US dollars)",378
"1391","Nepal",2016,"Tourism expenditure (millions of US dollars)",498
"1392","Nepal",2017,"Tourism expenditure (millions of US dollars)",712
"1393","Nepal",2018,"Tourism expenditure (millions of US dollars)",744
"1394","Netherlands",1995,"Tourist/visitor arrivals (thousands)",6574
"1395","Netherlands",2005,"Tourist/visitor arrivals (thousands)",10012
"1396","Netherlands",2010,"Tourist/visitor arrivals (thousands)",10883
"1397","Netherlands",2016,"Tourist/visitor arrivals (thousands)",15828
"1398","Netherlands",2017,"Tourist/visitor arrivals (thousands)",17924
"1399","Netherlands",2018,"Tourist/visitor arrivals (thousands)",18780
"1400","Netherlands",1995,"Tourism expenditure (millions of US dollars)",10611
"1401","Netherlands",2016,"Tourism expenditure (millions of US dollars)",21151
"1402","Netherlands",2017,"Tourism expenditure (millions of US dollars)",23414
"1403","Netherlands",2018,"Tourism expenditure (millions of US dollars)",25850
"1404","New Caledonia",1995,"Tourist/visitor arrivals (thousands)",86
"1405","New Caledonia",2005,"Tourist/visitor arrivals (thousands)",101
"1406","New Caledonia",2010,"Tourist/visitor arrivals (thousands)",99
"1407","New Caledonia",2016,"Tourist/visitor arrivals (thousands)",116
"1408","New Caledonia",2017,"Tourist/visitor arrivals (thousands)",121
"1409","New Caledonia",2018,"Tourist/visitor arrivals (thousands)",120
"1410","New Caledonia",1995,"Tourism expenditure (millions of US dollars)",108
"1411","New Caledonia",2005,"Tourism expenditure (millions of US dollars)",149
"1412","New Caledonia",2010,"Tourism expenditure (millions of US dollars)",129
"1413","New Caledonia",2016,"Tourism expenditure (millions of US dollars)",159
"1414","New Zealand",2005,"Tourist/visitor arrivals (thousands)",2353
"1415","New Zealand",2010,"Tourist/visitor arrivals (thousands)",2435
"1416","New Zealand",2016,"Tourist/visitor arrivals (thousands)",3370
"1417","New Zealand",2017,"Tourist/visitor arrivals (thousands)",3555
"1418","New Zealand",2018,"Tourist/visitor arrivals (thousands)",3686
"1419","New Zealand",1995,"Tourism expenditure (millions of US dollars)",2318
"1420","New Zealand",2005,"Tourism expenditure (millions of US dollars)",6486
"1421","New Zealand",2010,"Tourism expenditure (millions of US dollars)",6523
"1422","New Zealand",2016,"Tourism expenditure (millions of US dollars)",9773
"1423","New Zealand",2017,"Tourism expenditure (millions of US dollars)",10594
"1424","New Zealand",2018,"Tourism expenditure (millions of US dollars)",10961
"1425","Nicaragua",1995,"Tourist/visitor arrivals (thousands)",281
"1426","Nicaragua",2005,"Tourist/visitor arrivals (thousands)",712
"1427","Nicaragua",2010,"Tourist/visitor arrivals (thousands)",1011
"1428","Nicaragua",2016,"Tourist/visitor arrivals (thousands)",1504
"1429","Nicaragua",2017,"Tourist/visitor arrivals (thousands)",1787
"1430","Nicaragua",2018,"Tourist/visitor arrivals (thousands)",1256
"1431","Nicaragua",1995,"Tourism expenditure (millions of US dollars)",50
"1432","Nicaragua",2005,"Tourism expenditure (millions of US dollars)",206
"1433","Nicaragua",2010,"Tourism expenditure (millions of US dollars)",314
"1434","Nicaragua",2016,"Tourism expenditure (millions of US dollars)",642
"1435","Nicaragua",2017,"Tourism expenditure (millions of US dollars)",841
"1436","Nicaragua",2018,"Tourism expenditure (millions of US dollars)",544
"1437","Niger",1995,"Tourist/visitor arrivals (thousands)",35
"1438","Niger",2005,"Tourist/visitor arrivals (thousands)",58
"1439","Niger",2010,"Tourist/visitor arrivals (thousands)",74
"1440","Niger",2016,"Tourist/visitor arrivals (thousands)",152
"1441","Niger",2017,"Tourist/visitor arrivals (thousands)",164
"1442","Niger",2018,"Tourist/visitor arrivals (thousands)",157
"1443","Niger",2005,"Tourism expenditure (millions of US dollars)",43.9
"1444","Niger",2010,"Tourism expenditure (millions of US dollars)",105.5
"1445","Niger",2016,"Tourism expenditure (millions of US dollars)",84
"1446","Niger",2017,"Tourism expenditure (millions of US dollars)",91
"1447","Nigeria",1995,"Tourist/visitor arrivals (thousands)",656
"1448","Nigeria",2005,"Tourist/visitor arrivals (thousands)",1010
"1449","Nigeria",2010,"Tourist/visitor arrivals (thousands)",1555
"1450","Nigeria",2016,"Tourist/visitor arrivals (thousands)",1889
"1451","Nigeria",1995,"Tourism expenditure (millions of US dollars)",47
"1452","Nigeria",2005,"Tourism expenditure (millions of US dollars)",139
"1453","Nigeria",2010,"Tourism expenditure (millions of US dollars)",736
"1454","Nigeria",2016,"Tourism expenditure (millions of US dollars)",1088
"1455","Nigeria",2017,"Tourism expenditure (millions of US dollars)",2615
"1456","Nigeria",2018,"Tourism expenditure (millions of US dollars)",1977
"1457","Niue",1995,"Tourist/visitor arrivals (thousands)",2.2
"1458","Niue",2005,"Tourist/visitor arrivals (thousands)",2.8
"1459","Niue",2010,"Tourist/visitor arrivals (thousands)",6.2
"1460","Niue",2016,"Tourist/visitor arrivals (thousands)",8.9
"1461","Niue",2017,"Tourist/visitor arrivals (thousands)",9.8
"1462","Niue",1995,"Tourism expenditure (millions of US dollars)",2
"1463","Niue",2005,"Tourism expenditure (millions of US dollars)",1.2
"1464","Niue",2010,"Tourism expenditure (millions of US dollars)",2.2
"1465","North Macedonia",1995,"Tourist/visitor arrivals (thousands)",147
"1466","North Macedonia",2005,"Tourist/visitor arrivals (thousands)",197
"1467","North Macedonia",2010,"Tourist/visitor arrivals (thousands)",262
"1468","North Macedonia",2016,"Tourist/visitor arrivals (thousands)",510
"1469","North Macedonia",2017,"Tourist/visitor arrivals (thousands)",631
"1470","North Macedonia",2018,"Tourist/visitor arrivals (thousands)",707
"1471","North Macedonia",2005,"Tourism expenditure (millions of US dollars)",116
"1472","North Macedonia",2010,"Tourism expenditure (millions of US dollars)",199
"1473","North Macedonia",2016,"Tourism expenditure (millions of US dollars)",283
"1474","North Macedonia",2017,"Tourism expenditure (millions of US dollars)",331
"1475","North Macedonia",2018,"Tourism expenditure (millions of US dollars)",387
"1476","Northern Mariana Islands",1995,"Tourist/visitor arrivals (thousands)",669
"1477","Northern Mariana Islands",2005,"Tourist/visitor arrivals (thousands)",498
"1478","Northern Mariana Islands",2010,"Tourist/visitor arrivals (thousands)",375
"1479","Northern Mariana Islands",2016,"Tourist/visitor arrivals (thousands)",526
"1480","Northern Mariana Islands",2017,"Tourist/visitor arrivals (thousands)",656
"1481","Northern Mariana Islands",2018,"Tourist/visitor arrivals (thousands)",517
"1482","Northern Mariana Islands",1995,"Tourism expenditure (millions of US dollars)",655
"1483","Norway",1995,"Tourist/visitor arrivals (thousands)",2880
"1484","Norway",2005,"Tourist/visitor arrivals (thousands)",3824
"1485","Norway",2010,"Tourist/visitor arrivals (thousands)",4767
"1486","Norway",2016,"Tourist/visitor arrivals (thousands)",5960
"1487","Norway",2017,"Tourist/visitor arrivals (thousands)",6252
"1488","Norway",2018,"Tourist/visitor arrivals (thousands)",5688
"1489","Norway",1995,"Tourism expenditure (millions of US dollars)",2730
"1490","Norway",2005,"Tourism expenditure (millions of US dollars)",4243
"1491","Norway",2010,"Tourism expenditure (millions of US dollars)",5299
"1492","Norway",2016,"Tourism expenditure (millions of US dollars)",6285
"1493","Norway",2017,"Tourism expenditure (millions of US dollars)",6840
"1494","Norway",2018,"Tourism expenditure (millions of US dollars)",7096
"1495","Oman",2005,"Tourist/visitor arrivals (thousands)",891
"1496","Oman",2010,"Tourist/visitor arrivals (thousands)",1441
"1497","Oman",2016,"Tourist/visitor arrivals (thousands)",2335
"1498","Oman",2017,"Tourist/visitor arrivals (thousands)",2316
"1499","Oman",2018,"Tourist/visitor arrivals (thousands)",2301
"1500","Oman",2005,"Tourism expenditure (millions of US dollars)",627
"1501","Oman",2010,"Tourism expenditure (millions of US dollars)",1072
"1502","Oman",2016,"Tourism expenditure (millions of US dollars)",2390
"1503","Oman",2017,"Tourism expenditure (millions of US dollars)",2717
"1504","Oman",2018,"Tourism expenditure (millions of US dollars)",2975
"1505","Other non-specified areas",1995,"Tourist/visitor arrivals (thousands)",2332
"1506","Other non-specified areas",2005,"Tourist/visitor arrivals (thousands)",3378
"1507","Other non-specified areas",2010,"Tourist/visitor arrivals (thousands)",5567
"1508","Other non-specified areas",2016,"Tourist/visitor arrivals (thousands)",10690
"1509","Other non-specified areas",2017,"Tourist/visitor arrivals (thousands)",10740
"1510","Other non-specified areas",2018,"Tourist/visitor arrivals (thousands)",11067
"1511","Other non-specified areas",1995,"Tourism expenditure (millions of US dollars)",3985
"1512","Other non-specified areas",2005,"Tourism expenditure (millions of US dollars)",5740
"1513","Other non-specified areas",2010,"Tourism expenditure (millions of US dollars)",10387
"1514","Other non-specified areas",2016,"Tourism expenditure (millions of US dollars)",15825
"1515","Other non-specified areas",2017,"Tourism expenditure (millions of US dollars)",14847
"1516","Other non-specified areas",2018,"Tourism expenditure (millions of US dollars)",16366
"1517","Pakistan",1995,"Tourist/visitor arrivals (thousands)",378
"1518","Pakistan",2005,"Tourist/visitor arrivals (thousands)",798
"1519","Pakistan",2010,"Tourist/visitor arrivals (thousands)",907
"1520","Pakistan",1995,"Tourism expenditure (millions of US dollars)",582
"1521","Pakistan",2005,"Tourism expenditure (millions of US dollars)",828
"1522","Pakistan",2010,"Tourism expenditure (millions of US dollars)",998
"1523","Pakistan",2016,"Tourism expenditure (millions of US dollars)",791
"1524","Pakistan",2017,"Tourism expenditure (millions of US dollars)",866
"1525","Pakistan",2018,"Tourism expenditure (millions of US dollars)",818
"1526","Palau",1995,"Tourist/visitor arrivals (thousands)",53
"1527","Palau",2005,"Tourist/visitor arrivals (thousands)",81
"1528","Palau",2010,"Tourist/visitor arrivals (thousands)",85
"1529","Palau",2016,"Tourist/visitor arrivals (thousands)",138
"1530","Palau",2017,"Tourist/visitor arrivals (thousands)",123
"1531","Palau",2018,"Tourist/visitor arrivals (thousands)",106
"1532","Palau",2005,"Tourism expenditure (millions of US dollars)",63
"1533","Palau",2010,"Tourism expenditure (millions of US dollars)",76
"1534","Palau",2016,"Tourism expenditure (millions of US dollars)",148
"1535","Palau",2017,"Tourism expenditure (millions of US dollars)",123
"1536","Panama",1995,"Tourist/visitor arrivals (thousands)",345
"1537","Panama",2005,"Tourist/visitor arrivals (thousands)",702
"1538","Panama",2010,"Tourist/visitor arrivals (thousands)",1324
"1539","Panama",2016,"Tourist/visitor arrivals (thousands)",1921
"1540","Panama",2017,"Tourist/visitor arrivals (thousands)",1843
"1541","Panama",2018,"Tourist/visitor arrivals (thousands)",1785
"1542","Panama",1995,"Tourism expenditure (millions of US dollars)",372
"1543","Panama",2005,"Tourism expenditure (millions of US dollars)",1108
"1544","Panama",2010,"Tourism expenditure (millions of US dollars)",2621
"1545","Panama",2016,"Tourism expenditure (millions of US dollars)",6280
"1546","Panama",2017,"Tourism expenditure (millions of US dollars)",6824
"1547","Panama",2018,"Tourism expenditure (millions of US dollars)",5615
"1548","Papua New Guinea",1995,"Tourist/visitor arrivals (thousands)",42
"1549","Papua New Guinea",2005,"Tourist/visitor arrivals (thousands)",69
"1550","Papua New Guinea",2010,"Tourist/visitor arrivals (thousands)",140
"1551","Papua New Guinea",2016,"Tourist/visitor arrivals (thousands)",179
"1552","Papua New Guinea",2017,"Tourist/visitor arrivals (thousands)",139
"1553","Papua New Guinea",2018,"Tourist/visitor arrivals (thousands)",140
"1554","Papua New Guinea",2005,"Tourism expenditure (millions of US dollars)",9.4
"1555","Papua New Guinea",2010,"Tourism expenditure (millions of US dollars)",2.4
"1556","Papua New Guinea",2016,"Tourism expenditure (millions of US dollars)",1.6
"1557","Papua New Guinea",2017,"Tourism expenditure (millions of US dollars)",15.3
"1558","Paraguay",1995,"Tourist/visitor arrivals (thousands)",438
"1559","Paraguay",2005,"Tourist/visitor arrivals (thousands)",341
"1560","Paraguay",2010,"Tourist/visitor arrivals (thousands)",465
"1561","Paraguay",2016,"Tourist/visitor arrivals (thousands)",1308
"1562","Paraguay",2017,"Tourist/visitor arrivals (thousands)",1584
"1563","Paraguay",2018,"Tourist/visitor arrivals (thousands)",1181
"1564","Paraguay",1995,"Tourism expenditure (millions of US dollars)",162
"1565","Paraguay",2005,"Tourism expenditure (millions of US dollars)",96
"1566","Paraguay",2010,"Tourism expenditure (millions of US dollars)",243
"1567","Paraguay",2016,"Tourism expenditure (millions of US dollars)",356
"1568","Paraguay",2017,"Tourism expenditure (millions of US dollars)",399
"1569","Paraguay",2018,"Tourism expenditure (millions of US dollars)",393
"1570","Peru",1995,"Tourist/visitor arrivals (thousands)",479
"1571","Peru",2005,"Tourist/visitor arrivals (thousands)",1571
"1572","Peru",2010,"Tourist/visitor arrivals (thousands)",2299
"1573","Peru",2016,"Tourist/visitor arrivals (thousands)",3744
"1574","Peru",2017,"Tourist/visitor arrivals (thousands)",4032
"1575","Peru",2018,"Tourist/visitor arrivals (thousands)",4419
"1576","Peru",1995,"Tourism expenditure (millions of US dollars)",521
"1577","Peru",2005,"Tourism expenditure (millions of US dollars)",1438
"1578","Peru",2010,"Tourism expenditure (millions of US dollars)",2475
"1579","Peru",2016,"Tourism expenditure (millions of US dollars)",4288
"1580","Peru",2017,"Tourism expenditure (millions of US dollars)",4573
"1581","Peru",2018,"Tourism expenditure (millions of US dollars)",4894
"1582","Philippines",1995,"Tourist/visitor arrivals (thousands)",1760
"1583","Philippines",2005,"Tourist/visitor arrivals (thousands)",2623
"1584","Philippines",2010,"Tourist/visitor arrivals (thousands)",3520
"1585","Philippines",2016,"Tourist/visitor arrivals (thousands)",5967
"1586","Philippines",2017,"Tourist/visitor arrivals (thousands)",6621
"1587","Philippines",2018,"Tourist/visitor arrivals (thousands)",7168
"1588","Philippines",1995,"Tourism expenditure (millions of US dollars)",1141
"1589","Philippines",2005,"Tourism expenditure (millions of US dollars)",2863
"1590","Philippines",2010,"Tourism expenditure (millions of US dollars)",3441
"1591","Philippines",2016,"Tourism expenditure (millions of US dollars)",6289
"1592","Philippines",2017,"Tourism expenditure (millions of US dollars)",8349
"1593","Philippines",2018,"Tourism expenditure (millions of US dollars)",9730
"1594","Poland",1995,"Tourist/visitor arrivals (thousands)",19215
"1595","Poland",2005,"Tourist/visitor arrivals (thousands)",15200
"1596","Poland",2010,"Tourist/visitor arrivals (thousands)",12470
"1597","Poland",2016,"Tourist/visitor arrivals (thousands)",17471
"1598","Poland",2017,"Tourist/visitor arrivals (thousands)",18258
"1599","Poland",2018,"Tourist/visitor arrivals (thousands)",19622
"1600","Poland",1995,"Tourism expenditure (millions of US dollars)",6927
"1601","Poland",2005,"Tourism expenditure (millions of US dollars)",7161
"1602","Poland",2010,"Tourism expenditure (millions of US dollars)",10036
"1603","Poland",2016,"Tourism expenditure (millions of US dollars)",12052
"1604","Poland",2017,"Tourism expenditure (millions of US dollars)",14083
"1605","Poland",2018,"Tourism expenditure (millions of US dollars)",15748
"1606","Portugal",1995,"Tourist/visitor arrivals (thousands)",4572
"1607","Portugal",2005,"Tourist/visitor arrivals (thousands)",5769
"1608","Portugal",2010,"Tourist/visitor arrivals (thousands)",6756
"1609","Portugal",2016,"Tourist/visitor arrivals (thousands)",13359
"1610","Portugal",2017,"Tourist/visitor arrivals (thousands)",15432
"1611","Portugal",2018,"Tourist/visitor arrivals (thousands)",16186
"1612","Portugal",1995,"Tourism expenditure (millions of US dollars)",5646
"1613","Portugal",2005,"Tourism expenditure (millions of US dollars)",9038
"1614","Portugal",2010,"Tourism expenditure (millions of US dollars)",12984
"1615","Portugal",2016,"Tourism expenditure (millions of US dollars)",17347
"1616","Portugal",2017,"Tourism expenditure (millions of US dollars)",21586
"1617","Portugal",2018,"Tourism expenditure (millions of US dollars)",24105
"1618","Puerto Rico",1995,"Tourist/visitor arrivals (thousands)",3131
"1619","Puerto Rico",2005,"Tourist/visitor arrivals (thousands)",3686
"1620","Puerto Rico",2010,"Tourist/visitor arrivals (thousands)",3186
"1621","Puerto Rico",2016,"Tourist/visitor arrivals (thousands)",3736
"1622","Puerto Rico",2017,"Tourist/visitor arrivals (thousands)",3513
"1623","Puerto Rico",2018,"Tourist/visitor arrivals (thousands)",3068
"1624","Puerto Rico",1995,"Tourism expenditure (millions of US dollars)",1828
"1625","Puerto Rico",2005,"Tourism expenditure (millions of US dollars)",3239
"1626","Puerto Rico",2010,"Tourism expenditure (millions of US dollars)",3211
"1627","Puerto Rico",2016,"Tourism expenditure (millions of US dollars)",3974
"1628","Puerto Rico",2017,"Tourism expenditure (millions of US dollars)",3848
"1629","Puerto Rico",2018,"Tourism expenditure (millions of US dollars)",3282
"1630","Qatar",2010,"Tourist/visitor arrivals (thousands)",1699.5
"1631","Qatar",2016,"Tourist/visitor arrivals (thousands)",2938.2
"1632","Qatar",2017,"Tourist/visitor arrivals (thousands)",2256.5
"1633","Qatar",2018,"Tourist/visitor arrivals (thousands)",1819.3
"1634","Qatar",2016,"Tourism expenditure (millions of US dollars)",12593
"1635","Qatar",2017,"Tourism expenditure (millions of US dollars)",15757
"1636","Qatar",2018,"Tourism expenditure (millions of US dollars)",15239
"1637","Republic of Korea",1995,"Tourist/visitor arrivals (thousands)",3753
"1638","Republic of Korea",2005,"Tourist/visitor arrivals (thousands)",6023
"1639","Republic of Korea",2010,"Tourist/visitor arrivals (thousands)",8798
"1640","Republic of Korea",2016,"Tourist/visitor arrivals (thousands)",17242
"1641","Republic of Korea",2017,"Tourist/visitor arrivals (thousands)",13336
